Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Bahamas, The",BHS,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
"Bahamas, The",BHS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.412,1.398,1.394,1.389,..
"Bahamas, The",BHS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,213.537704,216.424712,223.17922,..,..
"Bahamas, The",BHS,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.3986013986014,1.3986013986014,1.3986013986014,..,..
"Bahamas, The",BHS,Agricultural land (sq. km),AG.LND.AGRI.K2,140,140,140,..,..
"Bahamas, The",BHS,"Armed forces personnel, total",MS.MIL.TOTL.P1,1300,2000,..,..,..
"Bahamas, The",BHS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.559442966941224,0.849588799021274,..,..,..
"Bahamas, The",BHS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.935,7.943,8.076,8.986,..
"Bahamas, The",BHS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..
"Bahamas, The",BHS,Gross domestic savings (current US$),NY.GDS.TOTL.CD,2764300000,3437900000,1763300000,1867700000,2316400000
"Bahamas, The",BHS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
"Bahamas, The",BHS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.955357720462,6.48289363427156,6.04225147673512,..,..
"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,83,90.69327663,92.4760204,94.29380729,..
"Bahamas, The",BHS,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,187000000,179000000,56000000,..,..
"Bahamas, The",BHS,"Air transport, passengers carried",IS.AIR.PSGR,1830394.86207463,1856546,1272798.762,1065149.134,..
"Bahamas, The",BHS,Time required to build a warehouse (days),IC.WRH.DURS,180,180,..,..,..
"Bahamas, The",BHS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0,0,0,0,..
"Bahamas, The",BHS,Number of maternal deaths,SH.MMR.DTHS,4,4,4,..,..
"Bahamas, The",BHS,Number of infant deaths,SH.DTH.IMRT,54,71,54,53,..
"Bahamas, The",BHS,Forest area (sq. km),AG.LND.FRST.K2,5098.6,5098.6,5098.6,..,..
"Bahamas, The",BHS,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,..,..,..,..,..
"Bahamas, The",BHS,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..
Bahrain,BHR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-1.31409807065653,2.24566942625088,-8.59439248797196,..,..
Bahrain,BHR,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-3.33818948503155,1.77706818983958,-7.56004905877407,..,..
Bahrain,BHR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,28228876804.7957,29045694429.3583,26245086411.2323,..,..
Bahrain,BHR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,18979.4376570224,19439.1163825157,17763.5445557452,..,..
Bahrain,BHR,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.91,2.91,2.91,..,..
Bahrain,BHR,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2780652250.50316,3056803903.04603,3114733525.07327,..,..
Bahrain,BHR,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,1039628457.453,1059005497.3299,939062417.547,..,..
Bahrain,BHR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,30.49385841,..,..,..,..
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,37802005319.1489,38653318085.1064,34621807712.766,39303403989.3617,44390820478.7234
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.11113047304872,2.1669646688237,-4.64463735878491,2.66970871448231,4.86085827172992
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,25415.8466249472,25869.1129129041,23433.1872362574,26860.0725018105,30152.0346838601
Bahrain,BHR,Gini index,SI.POV.GINI,..,..,..,..,..
Bahrain,BHR,GNI (current US$),NY.GNP.MKTP.CD,35726063829.7872,36392679787.234,32162765159.5745,36775403989.3617,41594820478.7234
Bahrain,BHR,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2.18096039419369,1.83548001200111,-5.50111274895028,3.41053287575338,..
Bahrain,BHR,Land area (sq. km),AG.LND.TOTL.K2,780,783,785,..,..
Bahrain,BHR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.857,80.019,79.174,78.76,..
Bahrain,BHR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Bahrain,BHR,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,13.8,13.8,..,..,..
Bahrain,BHR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Bahrain,BHR,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Bahrain,BHR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.93,1.857,1.832,1.811,..
Bahrain,BHR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,16975.72579,17483.53116,17641.43403,..,..
Bahrain,BHR,Agricultural land (% of land area),AG.LND.AGRI.ZS,11.025641025641,10.9833971902937,10.9554140127389,..,..
Bahrain,BHR,Agricultural land (sq. km),AG.LND.AGRI.K2,86,86,86,..,..
Bahrain,BHR,"Armed forces personnel, total",MS.MIL.TOTL.P1,19200,19000,..,..,..
Bahrain,BHR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,2.2301412887429,2.19691275943805,..,..,..
Bahrain,BHR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1.992,2,2.239,2.479,..
Bahrain,BHR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..
Bahrain,BHR,Gross domestic savings (current US$),NY.GDS.TOTL.CD,16241047872.3404,16971881914.8936,14102409042.5532,17709298670.2128,..
Bahrain,BHR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Bahrain,BHR,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,20.7379617303374,22.063354812112,21.9769078065259,..,..
Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.64467258,99.70150438,99.67103159,100,..
Bahrain,BHR,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,863000000,917000000,..,..,..
Bahrain,BHR,"Air transport, passengers carried",IS.AIR.PSGR,5877003,6440562,1451359,1840268,..
Bahrain,BHR,Time required to build a warehouse (days),IC.WRH.DURS,174,71,..,..,..
Bahrain,BHR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,11.3900811220261,9.8481886760226,6.69558923237194,10.9376756365994,..
Bahrain,BHR,Number of maternal deaths,SH.MMR.DTHS,3,3,3,..,..
Bahrain,BHR,Number of infant deaths,SH.DTH.IMRT,127,123,116,108,..
Bahrain,BHR,Forest area (sq. km),AG.LND.FRST.K2,6.6,6.8,7,..,..
Bahrain,BHR,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,16.0992811828927,..,..,..,..
Bahrain,BHR,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..
Bangladesh,BGD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,9.45611357103235,15.2178151693739,5.01424040869054,..,..
Bangladesh,BGD,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,8.19226706805026,13.9423543574814,3.81950541331111,..,..
Bangladesh,BGD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,262889347186.042,312361096812.876,334746651039.415,..,..
Bangladesh,BGD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1606.07887540233,1887.19324932922,1999.4310690507,..,..
Bangladesh,BGD,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.01715240969806,0.903453479814007,0.903453479814007,..,..
Bangladesh,BGD,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,22622282851.2054,2502300486.80578,3307702738.18576,..,..
Bangladesh,BGD,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2919227415.83344,2854912996.21226,3062707296.56948,..,..
Bangladesh,BGD,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,31.81795568,34.20082027,33.9189536,..,..
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,321379163135.647,351238397263.802,373902196399.317,416264802185.166,460201000095.101
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.31941263014136,7.8819067286135,3.44802562762527,6.93867912442445,7.09982877575158
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,1963.41270740562,2122.0783861524,2233.30589251829,2457.92404902236,2688.30395035828
Bangladesh,BGD,Gini index,SI.POV.GINI,..,..,..,..,..
Bangladesh,BGD,GNI (current US$),NY.GNP.MKTP.CD,334231051146.792,365625619027.61,389378724341.026,438174961724.313,478432610630.276
Bangladesh,BGD,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,7.92587856740785,7.90785469862034,3.52429995966288,8.0656711373307,5.80240362447107
Bangladesh,BGD,Land area (sq. km),AG.LND.TOTL.K2,130170,130170,130170,..,..
Bangladesh,BGD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,73.9122009277344,74.6844635009766,74.9088973999023,..,..
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.567,72.806,71.968,72.381,..
Bangladesh,BGD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,7.73177216647423,7.63863817850188,7.00153674405437,7.64236301017901,..
Bangladesh,BGD,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,33.4,33.4,..,..,..
Bangladesh,BGD,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Bangladesh,BGD,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Bangladesh,BGD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.04,2.031,2.003,1.981,..
Bangladesh,BGD,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,87879.10377,88389.53797,88903.99717,..,..
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.7673811170008,75.6318660213567,76.0620726741953,..,..
Bangladesh,BGD,Agricultural land (sq. km),AG.LND.AGRI.K2,96023,98450,99010,..,..
Bangladesh,BGD,"Armed forces personnel, total",MS.MIL.TOTL.P1,227050,227000,..,..,..
Bangladesh,BGD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.330262625479797,0.323136897985994,..,..,..
Bangladesh,BGD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.241,5.28,5.816,5.68,..
Bangladesh,BGD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.5809,0.6367,0.6672,..,..
Bangladesh,BGD,Gross domestic savings (current US$),NY.GDS.TOTL.CD,85008585115.0947,94428297079.4144,101243750300.974,105489067733.02,116082914232.415
Bangladesh,BGD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Bangladesh,BGD,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.586157624560863,0.559733655592985,0.510647559277094,..,..
Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,23.44,27.76,32.87,38.91744466,..
Bangladesh,BGD,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,452000000,469000000,265000000,..,..
Bangladesh,BGD,"Air transport, passengers carried",IS.AIR.PSGR,5677396,6260241,2984121.694,3750753,..
Bangladesh,BGD,Time required to build a warehouse (days),IC.WRH.DURS,273.52,273.52,..,..,..
Bangladesh,BGD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0613027609024662,0.0401609167939213,0.0164788319009585,0.0315771885826906,..
Bangladesh,BGD,Number of maternal deaths,SH.MMR.DTHS,5200,4800,3700,..,..
Bangladesh,BGD,Number of infant deaths,SH.DTH.IMRT,79932,76510,72638,68928,..
Bangladesh,BGD,Forest area (sq. km),AG.LND.FRST.K2,18834,18834,18834,..,..
Bangladesh,BGD,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,3.07050095564898,..,3.07050095567544,..,..
Bangladesh,BGD,Battle-related deaths (number of people),VC.BTL.DETH,..,..,2,..,..
Barbados,BRB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..
Barbados,BRB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..
Barbados,BRB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,4327448754.37696,4489740643.18001,3736790368.54274,..,..
Barbados,BRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,15472.4148135671,16024.4865557142,13312.7308787278,..,..
Barbados,BRB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.36856980964508,4.36856980964508,4.36856980964508,..,..
Barbados,BRB,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,514015437.991566,527199796.93447,489412682.161032,..,..
Barbados,BRB,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,212142253.951839,219742322.562511,184982666.067774,..,..
Barbados,BRB,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,5097283200,5324250000,4671800000,4843800000,5637914514.6379
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.02713910017275,-0.131147253497488,-13.3110215258234,-0.189272866293138,9.99899532827648
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,18224.8905923744,19002.9623813263,16643.8065787177,17225.4623044097,20018.5151513054
Barbados,BRB,Gini index,SI.POV.GINI,..,..,..,..,..
Barbados,BRB,GNI (current US$),NY.GNP.MKTP.CD,4847483200,5057350000,4604300000,4747600000,5479229850.13465
Barbados,BRB,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..,..,..,..,..
Barbados,BRB,Land area (sq. km),AG.LND.TOTL.K2,430,430,430,..,..
Barbados,BRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.067,77.257,77.393,77.571,..
Barbados,BRB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Barbados,BRB,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,35.3,35.6,..,..,..
Barbados,BRB,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,5.21,4.17,..,..,..
Barbados,BRB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,9.57,9.43,..,..,..
Barbados,BRB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.619,1.623,1.628,1.633,..
Barbados,BRB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,2345.922474,2353.026713,2359.570952,..,..
Barbados,BRB,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.2558139534884,23.2558139534884,23.2558139534884,..,..
Barbados,BRB,Agricultural land (sq. km),AG.LND.AGRI.K2,100,100,100,..,..
Barbados,BRB,"Armed forces personnel, total",MS.MIL.TOTL.P1,610,1000,..,..,..
Barbados,BRB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.417696642677641,0.69529908290051,..,..,..
Barbados,BRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.927,8.91,8.973,9.007,..
Barbados,BRB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..
Barbados,BRB,Gross domestic savings (current US$),NY.GDS.TOTL.CD,674233200,852100000,311300000,329450000,..
Barbados,BRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Barbados,BRB,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,63.57,62.3,..,..,..
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.54138182546266,4.16614319366122,3.90487115816925,..,..
Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.48,83.20881332,82.458446,85.82,..
Barbados,BRB,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,..,..,..,..,..
Barbados,BRB,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..
Barbados,BRB,Time required to build a warehouse (days),IC.WRH.DURS,377,377,..,..,..
Barbados,BRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.193101287398602,0.211318147181856,0.118477272101359,0.309362900191603,..
Barbados,BRB,Number of maternal deaths,SH.MMR.DTHS,1,1,1,..,..
Barbados,BRB,Number of infant deaths,SH.DTH.IMRT,37,36,35,34,..
Barbados,BRB,Forest area (sq. km),AG.LND.FRST.K2,63,63,63,..,..
Barbados,BRB,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,..,..,..,..,..
Barbados,BRB,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..
Belarus,BLR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.20772589509433,2.76869767859066,-3.77893914069428,..,..
Belarus,BLR,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.43078563148885,2.97628050722918,-3.37060277089562,..,..
Belarus,BLR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,49128899660.7253,53025555442.3388,48291021805.109,..,..
Belarus,BLR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5205.00251470134,5629.18446974315,5148.3229130713,..,..
Belarus,BLR,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.70152826846492,4.70152826846492,4.70152826846492,..,..
Belarus,BLR,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,8342638459.3345,9120302747.12141,9217406901.36385,..,..
Belarus,BLR,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2720370778.05727,2938423341.78228,2715150632.62125,..,..
Belarus,BLR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,30.25192964,28.6727956,29.43515841,..,..
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,60031163987.191,64410112583.362,61371755326.2351,69673747131.87,72793457588.4367
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.14963949909348,1.44620667102681,-0.672904125264921,2.43886608142535,-4.6974497069539
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6360.05206042843,6837.76723174438,6542.8645398436,7489.71894713888,7904.85624285517
Belarus,BLR,Gini index,SI.POV.GINI,25.2,25.3,24.4,..,..
Belarus,BLR,GNI (current US$),NY.GNP.MKTP.CD,57886001971.2654,62539938011.4258,58793027474.0477,67148807941.1504,70254089007.2271
Belarus,BLR,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.29115802836175,2.12852647676979,-2.06922887708129,2.94535786030461,-4.52879234861449
Belarus,BLR,Land area (sq. km),AG.LND.TOTL.K2,202980,202965,202980,..,..
Belarus,BLR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,99.8740005493164,..,..,..
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1756097560976,74.2268292682927,72.4572195121951,72.3706829268293,..
Belarus,BLR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.67253298414,13.3015160119125,12.0229071990569,..,..
Belarus,BLR,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,53.3,53.3,..,..,..
Belarus,BLR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2.74,2.17,2.75,2.24,..
Belarus,BLR,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,10.52,8.71,11.04,11.07,..
Belarus,BLR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.448,1.382,1.474,1.483,..
Belarus,BLR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,17027.96903,17032.60472,17079.26291,..,..
Belarus,BLR,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.6444969947778,41.3223954869066,40.7971228692482,..,..
Belarus,BLR,Agricultural land (sq. km),AG.LND.AGRI.K2,84530,83870,82810,..,..
Belarus,BLR,"Armed forces personnel, total",MS.MIL.TOTL.P1,155350,155000,..,..,..
Belarus,BLR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,3.10783973829729,3.11806419309628,..,..,..
Belarus,BLR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.7,12.8,16.553,16.544,..
Belarus,BLR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.4987,4.5382,..,..,..
Belarus,BLR,Gross domestic savings (current US$),NY.GDS.TOTL.CD,18433866501.9856,18803572709.0919,18902472766.7729,22513318955.7545,21001521491.0612
Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Belarus,BLR,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,70.92,70.67,70.3,70.04,..
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.27957941620664,6.12342695003417,5.84240729590088,..,..
Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,79.12988669,82.78915209,85.08791245,86.89,..
Belarus,BLR,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,101000000,102000000,32000000,..,..
Belarus,BLR,"Air transport, passengers carried",IS.AIR.PSGR,2760168,3208254,1227674,1040730,..
Belarus,BLR,Time required to build a warehouse (days),IC.WRH.DURS,160,158,..,..,..
Belarus,BLR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.81482381135107,0.652174604477283,0.36508491305747,0.81410582144289,..
Belarus,BLR,Number of maternal deaths,SH.MMR.DTHS,1,1,1,..,..
Belarus,BLR,Number of infant deaths,SH.DTH.IMRT,254,222,202,184,..
Belarus,BLR,Forest area (sq. km),AG.LND.FRST.K2,87386,87531,87676,..,..
Belarus,BLR,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,20.426760267365,19.3891883877204,16.0790021363892,16.0790021368978,..
Belarus,BLR,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..
Belgium,BEL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.35535869291017,2.76547273731535,-6.95630999835063,..,..
Belgium,BEL,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.895053027536804,2.2115632810598,-7.3564623974313,..,..
Belgium,BEL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,446414268109.722,439830970223.445,421257871277.035,..,..
Belgium,BEL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,39066.4355055749,38282.8562869328,36508.5647515969,..,..
Belgium,BEL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,6.04761685698188,6.04761685698188,6.04761685698188,..,..
Belgium,BEL,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,101527546523.4,100124047213,105694817763.6,..,..
Belgium,BEL,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,33140940376.2607,32657131027.7022,31870940836.2945,..,..
Belgium,BEL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.32933998,24.85376222,24.74101462,..,..
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,543299066998.892,535865692402.342,525213067068.319,594351961634.487,578604103123.349
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.79294519302076,2.26156832127384,-5.36258592006438,6.28593139332018,3.24783720657268
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,47544.9811472749,46641.7116578097,45517.9038182019,51268.3880373598,49582.8253649187
Belgium,BEL,Gini index,SI.POV.GINI,27.2,27.2,26,..,..
Belgium,BEL,GNI (current US$),NY.GNP.MKTP.CD,548107677571.911,541014491515.284,530570423697.736,599601791048.828,534092032623.49
Belgium,BEL,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1.75520866461416,2.35050531537991,-5.30701382484882,6.17225997350725,..
Belgium,BEL,Land area (sq. km),AG.LND.TOTL.K2,30280,30280,30280,..,..
Belgium,BEL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5951219512195,81.9951219512195,80.6951219512195,81.890243902439,..
Belgium,BEL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,24.0085660105362,22.6341152190385,22.0559931835293,23.3494872155617,..
Belgium,BEL,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,57.7,55.4,..,..,..
Belgium,BEL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.45,3.15,3.43,3.57,..
Belgium,BEL,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,12.36,11.71,11.76,13.89,..
Belgium,BEL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.62,1.6,1.55,1.6,..
Belgium,BEL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,8182.82513,8081.030875,7974.086619,..,..
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.7159841479524,44.7959907529723,45.066357331572,..,..
Belgium,BEL,Agricultural land (sq. km),AG.LND.AGRI.K2,13540,13564.226,13646.093,..,..
Belgium,BEL,"Armed forces personnel, total",MS.MIL.TOTL.P1,31500,26000,..,..,..
Belgium,BEL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.612355824223163,0.500538560239334,..,..,..
Belgium,BEL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.7,9.5,11,9.7,..
Belgium,BEL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.1146,3.1495,..,..,..
Belgium,BEL,Gross domestic savings (current US$),NY.GDS.TOTL.CD,136261838013.801,137339595706.664,136504884957.041,160895852191.858,146054055133.853
Belgium,BEL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.62,5.58,..,..,..
